doc_id,provenance,filing_type,annee_index,bioguide,declarant_name,state_district,transaction_date,transaction_date_brute,disclosure_date,ticker,asset_description,asset_code,operation_type,owner,amount_range,amount_lo,amount_hi,amount_mid,amount_mid_conventionnel,amount_reconstruit,amount_exact,cle_naturelle,occurrence_index,n_docs_vus,source,sens,echo_ptr
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-02-08,02/8/2019,2020-08-13,VEUSX,Brokerage Account 1 ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"O000168|02/8/2019|VEUSX|S|$1,001 - $15,000|SELF",0,2,site,S,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-09-04,09/4/2019,2020-08-13,VWSUX,Brokerage Account 1 ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"O000168|09/4/2019|VWSUX|P|$15,001 - $50,000|SELF",0,2,site,P,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-11-07,11/7/2019,2020-08-13,VWSUX,Brokerage Account 1 ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"O000168|11/7/2019|VWSUX|S|$1,001 - $15,000|SELF",0,2,site,S,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-03-08,03/8/2019,2020-08-13,VWSUX,Peter IRA ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"O000168|03/8/2019|VWSUX|P|$1,001 - $15,000|SELF",0,2,site,P,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-03-07,03/7/2019,2020-08-13,FIREX,Peter IRA ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"O000168|03/7/2019|FIREX|S|$1,001 - $15,000|SELF",0,2,site,S,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-03-07,03/7/2019,2020-08-13,MSUAX,Peter IRA ⇒,,Sale,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"O000168|03/7/2019|MSUAX|S|$15,001 - $50,000|SELF",0,2,site,S,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-07-18,07/18/2019,2020-08-13,MSUSX,Peter IRA ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"O000168|07/18/2019|MSUSX|P|$1,001 - $15,000|SELF",0,2,site,P,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-07-18,07/18/2019,2020-08-13,TRNEX,Peter IRA ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"O000168|07/18/2019|TRNEX|S|$1,001 - $15,000|SELF",0,2,site,S,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-03-08,03/8/2019,2020-08-13,PRNEX,Peter IRA ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"O000168|03/8/2019|PRNEX|P|$15,001 - $50,000|SELF",0,2,site,P,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-07-18,07/18/2019,2020-08-13,TRREX,Peter IRA ⇒,,Sale,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"O000168|07/18/2019|TRREX|S|$15,001 - $50,000|SELF",0,2,site,S,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-07-18,07/18/2019,2020-08-13,TRREX,Peter IRA ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"O000168|07/18/2019|TRREX|P|$15,001 - $50,000|SELF",0,2,site,P,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-12-12,12/12/2019,2020-08-13,TIRRX,Peter IRA ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"O000168|12/12/2019|TIRRX|P|$1,001 - $15,000|SELF",0,2,site,P,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-03-08,03/8/2019,2020-08-13,MSUAX,SEP IRA ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"O000168|03/8/2019|MSUAX|P|$1,001 - $15,000|SELF",0,2,site,P,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-07-18,07/18/2019,2020-08-13,MSUSX,SEP IRA ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"O000168|07/18/2019|MSUSX|S|$1,001 - $15,000|SELF",0,2,site,S,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-03-08,03/8/2019,2020-08-13,TRREX,SEP IRA ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"O000168|03/8/2019|TRREX|P|$1,001 - $15,000|SELF",0,2,site,P,False
10037398,fd_O,O,2019,O000168,Pete Olson,TX22,2019-12-12,12/12/2019,2020-08-13,TRREX,SEP IRA ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"O000168|12/12/2019|TRREX|P|$1,001 - $15,000|SELF",0,2,site,P,False
10037463,fd_O,O,2019,M001203,Tom Malinowski,NJ07,2019-03-20,03/20/2019,2020-08-13,TLT,iShares 20+ Year Treasury Bond ETF  [ST],,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"M001203|03/20/2019|TLT|P|$15,001 - $50,000|SELF",0,4,site,P,False
10037463,fd_O,O,2019,M001203,Tom Malinowski,NJ07,2019-03-22,03/22/2019,2020-08-13,TLT,iShares 20+ Year Treasury Bond ETF  [ST],,Sale,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"M001203|03/22/2019|TLT|S|$15,001 - $50,000|SELF",0,4,site,S,False
10037463,fd_O,O,2019,M001203,Tom Malinowski,NJ07,2019-05-21,05/21/2019,2020-08-13,MDXG,"MiMedx Group, Inc  [ST]",,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"M001203|05/21/2019|MDXG|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037463,fd_O,O,2019,M001203,Tom Malinowski,NJ07,2019-01-31,01/31/2019,2020-08-13,MDXG,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"M001203|01/31/2019|MDXG|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037463,fd_O,O,2019,M001203,Tom Malinowski,NJ07,2009-03-29,03/29/2009,2020-08-13,TSLA,"Viomi Technology Co., Ltd - American Depositary Shares",,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"M001203|03/29/2009|TSLA|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037463,fd_O,O,2019,M001203,Tom Malinowski,NJ07,2019-04-22,04/22/2019,2020-08-13,VIOT,"Viomi Technology Co., Ltd - American Depositary Shares",,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"M001203|04/22/2019|VIOT|S|$1,001 - $15,000|SELF",0,1,site,S,False
10037499,fd_O,O,2019,B001248,Michael C. Burgess,TX26,2019-05-24,05/24/2019,2020-08-13,FDCAX,Fidelity Capital Appreciation  (Fidelity Joint) JT,,Sale,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"B001248|05/24/2019|FDCAX|S|$15,001 - $50,000|SELF",0,2,site,S,False
10037499,fd_O,O,2019,B001248,Michael C. Burgess,TX26,2019-05-24,05/24/2019,2020-08-13,FEXPX,Fidelity Export and Multinational  (Fidelity Joint) JT,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"B001248|05/24/2019|FEXPX|S|$1,001 - $15,000|SELF",0,2,site,S,False
10037499,fd_O,O,2019,B001248,Michael C. Burgess,TX26,2019-05-24,05/24/2019,2020-08-13,FIGRX,Fidelity International Discovery  (Fidelity Joint) JT,,Sale,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"B001248|05/24/2019|FIGRX|S|$15,001 - $50,000|SELF",0,2,site,S,False
10037499,fd_O,O,2019,B001248,Michael C. Burgess,TX26,2019-02-21,02/21/2019,2020-08-13,PZI,Invesco Zacks Micro Cap ETF  [ST],,Sale,SELF,$93.00,93.0,93.0,93.0,93.0,False,True,B001248|02/21/2019|PZI|S|$93.00|SELF,0,2,site,S,False
10037543,fd_O,O,2019,S001201,Thomas Suozzi,NY03,2019-05-13,05/13/2019,2020-08-13,T,Merrill Lynch- Advisor Discretion Account ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"S001201|05/13/2019|T|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037543,fd_O,O,2019,S001201,Thomas Suozzi,NY03,2019-05-08,05/8/2019,2020-08-13,CVX,Merrill Lynch- Advisor Discretion Account ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"S001201|05/8/2019|CVX|P|$15,001 - $50,000|SELF",0,2,site,P,False
10037543,fd_O,O,2019,S001201,Thomas Suozzi,NY03,2019-11-12,11/12/2019,2020-08-13,C,Merrill Lynch- Advisor Discretion Account ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"S001201|11/12/2019|C|P|$1,001 - $15,000|SELF",0,2,site,P,False
10037543,fd_O,O,2019,S001201,Thomas Suozzi,NY03,2019-11-15,11/15/2019,2020-08-13,CCK,Merrill Lynch- Advisor Discretion Account ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"S001201|11/15/2019|CCK|P|$1,001 - $15,000|SELF",0,2,site,P,False
10037543,fd_O,O,2019,S001201,Thomas Suozzi,NY03,2019-03-05,03/5/2019,2020-08-13,DOW,Merrill Lynch- Advisor Discretion Account ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"S001201|03/5/2019|DOW|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037543,fd_O,O,2019,S001201,Thomas Suozzi,NY03,2019-11-12,11/12/2019,2020-08-13,LLY,Merrill Lynch- Advisor Discretion Account ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"S001201|11/12/2019|LLY|P|$1,001 - $15,000|SELF",0,2,site,P,False
10037543,fd_O,O,2019,S001201,Thomas Suozzi,NY03,2019-11-18,11/18/2019,2020-08-13,IXP,Merrill Lynch- Advisor Discretion Account ⇒,,Purchase,SELF,"$100,001 - $250,000",100001.0,250000.0,175000.5,175000.5,False,False,"S001201|11/18/2019|IXP|P|$100,001 - $250,000|SELF",0,2,site,P,False
10037543,fd_O,O,2019,S001201,Thomas Suozzi,NY03,2019-03-29,03/29/2019,2020-08-13,MRK,Merrill Lynch- Advisor Discretion Account ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"S001201|03/29/2019|MRK|P|$15,001 - $50,000|SELF",0,2,site,P,False
10037543,fd_O,O,2019,S001201,Thomas Suozzi,NY03,2019-05-02,05/2/2019,2020-08-13,PFE,Merrill Lynch- Advisor Discretion Account ⇒,,Purchase,SELF,"$50,001 - $100,000",50001.0,100000.0,75000.5,75000.5,False,False,"S001201|05/2/2019|PFE|P|$50,001 - $100,000|SELF",0,2,site,P,False
10037543,fd_O,O,2019,S001201,Thomas Suozzi,NY03,2019-03-05,03/5/2019,2020-08-13,TEL,Merrill Lynch- Advisor Discretion Account ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"S001201|03/5/2019|TEL|P|$1,001 - $15,000|SELF",0,2,site,P,False
10037543,fd_O,O,2019,S001201,Thomas Suozzi,NY03,2019-06-18,06/18/2019,2020-08-13,URI,Merrill Lynch- Advisor Discretion Account ⇒,,Sale,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"S001201|06/18/2019|URI|S|$15,001 - $50,000|SELF",0,2,site,S,False
10037574,fd_O,O,2019,H001083,Kendra Horn,OK05,2019-02-05,02/5/2019,2020-08-13,GLCUX,Space Foundation 401K ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"H001083|02/5/2019|GLCUX|S|$1,001 - $15,000|SELF",0,1,site,S,False
10037574,fd_O,O,2019,H001083,Kendra Horn,OK05,2019-02-05,02/5/2019,2020-08-13,LINVX,Space Foundation 401K ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"H001083|02/5/2019|LINVX|S|$1,001 - $15,000|SELF",0,1,site,S,False
10037574,fd_O,O,2019,H001083,Kendra Horn,OK05,2019-02-05,02/5/2019,2020-08-13,MVCKX,Space Foundation 401K ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"H001083|02/5/2019|MVCKX|S|$1,001 - $15,000|SELF",0,1,site,S,False
10037574,fd_O,O,2019,H001083,Kendra Horn,OK05,2019-02-05,02/5/2019,2020-08-13,PBFKX,Space Foundation 401K ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"H001083|02/5/2019|PBFKX|S|$1,001 - $15,000|SELF",0,1,site,S,False
10037574,fd_O,O,2019,H001083,Kendra Horn,OK05,2019-02-05,02/5/2019,2020-08-13,THRLX,Space Foundation 401K ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"H001083|02/5/2019|THRLX|S|$1,001 - $15,000|SELF",0,1,site,S,False
10037574,fd_O,O,2019,H001083,Kendra Horn,OK05,2019-02-05,02/5/2019,2020-08-13,VIMAX,Space Foundation 401K ⇒,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"H001083|02/5/2019|VIMAX|S|$1,001 - $15,000|SELF",0,1,site,S,False
10037697,fd_O,O,2019,L000551,Barbara Lee,CA13,2019-02-01,02/1/2019,2020-08-13,I,Access Capital Community Investment Fund,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"L000551|02/1/2019|I|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037697,fd_O,O,2019,L000551,Barbara Lee,CA13,2019-02-01,02/1/2019,2020-08-13,CRANX,CRA Qualified Investment Institutional Class  [MF],,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"L000551|02/1/2019|CRANX|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037697,fd_O,O,2019,L000551,Barbara Lee,CA13,2019-02-01,02/1/2019,2020-08-13,GCBLX,Green Century Balanced Fund  [MF],,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"L000551|02/1/2019|GCBLX|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037697,fd_O,O,2019,L000551,Barbara Lee,CA13,2019-02-01,02/1/2019,2020-08-13,GCEQX,Green Century Equity Fund  [MF],,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"L000551|02/1/2019|GCEQX|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037697,fd_O,O,2019,L000551,Barbara Lee,CA13,2019-02-01,02/1/2019,2020-08-13,PARWX,Parnassus Endeavor Fund  [MF],,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"L000551|02/1/2019|PARWX|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037697,fd_O,O,2019,L000551,Barbara Lee,CA13,2019-02-01,02/1/2019,2020-08-13,PARNX,Parnassus Fund  [MF],,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"L000551|02/1/2019|PARNX|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037697,fd_O,O,2019,L000551,Barbara Lee,CA13,2019-02-01,02/1/2019,2020-08-13,PGINX,PAX World Global Green Institutional Class  [MF],,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"L000551|02/1/2019|PGINX|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037697,fd_O,O,2019,L000551,Barbara Lee,CA13,2019-02-01,02/1/2019,2020-08-13,PORIX,Portfolio 21 Institutional Fund  [MF],,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"L000551|02/1/2019|PORIX|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037697,fd_O,O,2019,L000551,Barbara Lee,CA13,2019-02-01,02/1/2019,2020-08-13,MIIIX,Praxis Impact Bond Fund Class I  [MF],,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"L000551|02/1/2019|MIIIX|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037718,fd_O,O,2019,W000816,Roger Williams,TX25,2019-03-01,03/1/2019,2020-08-13,GE,Edward Jones Brokerage account 5612 ⇒ SP,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"W000816|03/1/2019|GE|S|$1,001 - $15,000|SELF",0,1,site,S,False
10037723,fd_O,O,2019,C001121,Jason Crow,CO06,2019-01-28,01/28/2019,2020-08-13,AGTHX,American GR FD of America A  [MF] JT,,Sale,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C001121|01/28/2019|AGTHX|S|$1,001 - $15,000|SELF",0,1,site,S,False
10037723,fd_O,O,2019,C001121,Jason Crow,CO06,2019-08-05,08/5/2019,2020-08-13,AGTHX,American GR FD of America A  [MF] JT,,Sale (Partial),SELF,"$50,001 - $100,000",50001.0,100000.0,75000.5,75000.5,False,False,"C001121|08/5/2019|AGTHX|S|$50,001 - $100,000|SELF",0,1,site,S,False
10037723,fd_O,O,2019,C001121,Jason Crow,CO06,2019-03-20,03/20/2019,2020-08-13,IWO,IsHAREs RUssELL 1000 VALUE ETF  [IR],,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"C001121|03/20/2019|IWO|P|$15,001 - $50,000|SELF",0,2,site,P,False
10037723,fd_O,O,2019,C001121,Jason Crow,CO06,2019-05-10,05/10/2019,2020-08-13,IWO,IsHAREs RUssELL 2000 GROWTH ETF  [MF],,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C001121|05/10/2019|IWO|P|$1,001 - $15,000|SELF",0,2,site,P,False
10037723,fd_O,O,2019,C001121,Jason Crow,CO06,2019-05-10,05/10/2019,2020-08-13,IWP,IsHAREs RUssELL MIDCAP G ETF  [MF],,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C001121|05/10/2019|IWP|P|$1,001 - $15,000|SELF",0,2,site,P,False
10037723,fd_O,O,2019,C001121,Jason Crow,CO06,2019-05-10,05/10/2019,2020-08-13,BSV,VANGUARD sHORT TERM BOND  [MF],,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"C001121|05/10/2019|BSV|P|$15,001 - $50,000|SELF",0,2,site,P,False
10037723,fd_O,O,2019,C001121,Jason Crow,CO06,2020-03-18,03/18/2020,2020-08-13,BSV,VANGUARD TOTAL BOND MARKET [IR],,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"C001121|03/18/2020|BSV|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037723,fd_O,O,2019,C001121,Jason Crow,CO06,2019-05-10,05/10/2019,2020-08-13,BND,VANGUARD TOTAL BOND MARKET  [MF],,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"C001121|05/10/2019|BND|P|$15,001 - $50,000|SELF",0,2,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-12-11,12/11/2019,2020-08-13,AGDYX,IRA #1 ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"D000628|12/11/2019|AGDYX|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-11-11,11/11/2019,2020-08-13,APGYX,IRA #1 ⇒,,Sale (Partial),SELF,"$50,001 - $100,000",50001.0,100000.0,75000.5,75000.5,False,False,"D000628|11/11/2019|APGYX|S|$50,001 - $100,000|SELF",0,1,site,S,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-10-22,10/22/2019,2020-08-13,RNP,IRA #1 ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"D000628|10/22/2019|RNP|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-12-20,12/20/2019,2020-08-13,RNP,IRA #1 ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"D000628|12/20/2019|RNP|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-12-20,12/20/2019,2020-08-13,DCCIX,IRA #1 ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"D000628|12/20/2019|DCCIX|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-12-18,12/18/2019,2020-08-13,ETILX,IRA #1 ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"D000628|12/18/2019|ETILX|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-08-06,08/6/2019,2020-08-13,ETILX,IRA #1 ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"D000628|08/6/2019|ETILX|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-12-31,12/31/2019,2020-08-13,DFP,IRA #1 ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"D000628|12/31/2019|DFP|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-11-21,11/21/2019,2020-08-13,DFP,IRA #1 ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"D000628|11/21/2019|DFP|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-11-21,11/21/2019,2020-08-13,SPLV,IRA #1 ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"D000628|11/21/2019|SPLV|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-11-21,11/21/2019,2020-08-13,XMLV,IRA #1 ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"D000628|11/21/2019|XMLV|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-01-14,01/14/2019,2020-08-13,XSLV,IRA #1 ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"D000628|01/14/2019|XSLV|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-12-13,12/13/2019,2020-08-13,MINIX,IRA #1 ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"D000628|12/13/2019|MINIX|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-12-20,12/20/2019,2020-08-13,MINIX,IRA #1 ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"D000628|12/20/2019|MINIX|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-08-06,08/6/2019,2020-08-13,MEIIX,IRA #1 ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"D000628|08/6/2019|MEIIX|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-10-22,10/22/2019,2020-08-13,JPS,IRA #1 ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"D000628|10/22/2019|JPS|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-12-31,12/31/2019,2020-08-13,JPS,IRA #1 ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"D000628|12/31/2019|JPS|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-08-06,08/6/2019,2020-08-13,JPS,IRA #1 ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"D000628|08/6/2019|JPS|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-10-22,10/22/2019,2020-08-13,ISD,IRA #1 ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"D000628|10/22/2019|ISD|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-10-30,10/30/2019,2020-08-13,ISD,IRA #1 ⇒,,Purchase,SELF,"$1,001 - $15,000",1001.0,15000.0,8000.5,8000.5,False,False,"D000628|10/30/2019|ISD|P|$1,001 - $15,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-12-31,12/31/2019,2020-08-13,ISD,IRA #1 ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"D000628|12/31/2019|ISD|P|$15,001 - $50,000|SELF",0,1,site,P,False
10037855,fd_O,O,2019,D000628,"Neal Patrick MD, FACS Dunn",FL02,2019-11-19,11/19/2019,2020-08-13,ISD,IRA #1 ⇒,,Purchase,SELF,"$15,001 - $50,000",15001.0,50000.0,32500.5,32500.5,False,False,"D000628|11/19/2019|ISD|P|$15,001 - $50,000|SELF",0,1,site,P,False
