representative_name,stock_name,buy_sell_flag,purchase_date,notification_date,invested_amount,min_amount,max_amount,transaction_year,ticker
FrankelLois,Kenvue Inc. (KVUE) [ST], P ,2023-08-10,08/25/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Kenvue Inc. (KVUE) [ST],P,2023-08-03,08/25/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Kenvue Inc. (KVUE) [ST], P ,2023-08-02,08/25/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Liberty Broadband Corporation -,S (partial),2023-08-04,08/25/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,"Merck & Company, Inc. Common", S  (partial),2023-08-02,08/25/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,MRK
FrankelLois,Morgan Stanley (MS) [ST],S (partial),2023-07-26,08/25/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,"ProLogis, Inc. (PLD) [ST]", P ,2023-08-02,08/25/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,"ProLogis, Inc. (PLD) [ST]",P,2023-08-03,08/25/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,"SolarEdge Technologies, Inc. (SEDG)", S ,2023-08-04,08/25/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Target Corporation (TGT) [ST],P,2023-07-26,08/25/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Texas Instruments Incorporated, S  (partial),2023-08-02,08/25/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Willis Towers Watson Public Limited,S,2023-08-10,08/25/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,WTW
FrankelLois,Willis Towers Watson Public Limited, S  (partial),2023-08-09,08/25/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,WTW
FrankelLois,A.O. Smith Corporation (AOS) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,AbbVie Inc. (ABBV) [ST],P,2023-09-06,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,AbbVie Inc. (ABBV) [ST], P ,2023-08-30,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,AbbVie Inc. (ABBV) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Accenture plc Class A Ordinary Shares, S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,ACN
FrankelLois,"Alexandria Real Estate Equities, Inc.",S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,ARE
FrankelLois,Alliant Energy Corporation (LNT), S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,American Express Company (AXP),S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,"Americold Realty Trust, Inc. (COLD)", S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,"Analog Devices, Inc. (ADI) [ST]",S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Aon plc Class A Ordinary Shares, S ,2023-09-08,10/06/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,AON
FrankelLois,"Autodesk, Inc. (ADSK) [ST]",S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Avery Dennison Corporation (AVY), S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,"Bio-Rad Laboratories, Inc. Class A",S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Booz Allen Hamilton Holding, S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,BAH
FrankelLois,Boston Scientific Corporation (BSX),S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Boston Scientific Corporation (BSX), S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,"Broadridge Financial Solutions, Inc.",S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,BR
FrankelLois,"BWX Technologies, Inc. (BWXT) [ST]", S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,"Caseys General Stores, Inc. (CASY)",S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,"Cboe Global Markets, Inc. (CBOE)", S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,CBOE
FrankelLois,Charles River Laboratories,S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,CRL
FrankelLois,Chubb Limited (CB) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,"Citigroup, Inc. (C) [ST]",S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Comcast Corporation - Class A, S ,2023-09-08,10/06/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,CMCSA
FrankelLois,ConocoPhillips (COP) [ST],S,2023-09-08,10/06/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
FrankelLois,Diageo plc (DEO) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,"Diamondback Energy, Inc. (FANG)",S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Dollar General Corporation (DG) [ST], S ,2023-09-01,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,"Dominion Energy, Inc. (D) [ST]",S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,"Dorman Products, Inc. (DORM) [ST]", S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Duke Energy Corporation (DUK) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,DUK
FrankelLois,"DuPont de Nemours, Inc. (DD) [ST]", S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,"Eaton Corporation, PLC Ordinary",S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,ETN
FrankelLois,Entergy Corporation (ETR) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Eversource Energy (ES) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,ES
FrankelLois,Expeditors International of, S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,First American Corporation (FAF),S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Fluor Corporation (FLR) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,"Gartner, Inc. (IT) [ST]",S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,General Dynamics Corporation (GD), S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Globe Life Inc. (GL) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Halliburton Company (HAL) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Hess Corporation (HES) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Honeywell International Inc. (HON), S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,HON
FrankelLois,Hubbell Inc (HUBB) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Illinois Tool Works Inc. (ITW) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Johnson & Johnson (JNJ) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Johnson Controls International plc, S  (partial),2023-09-06,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,JCI
FrankelLois,Johnson Controls International plc,S (partial),2023-08-31,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,JCI
FrankelLois,Johnson Controls International plc, S  (partial),2023-08-30,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,JCI
FrankelLois,JP Morgan Chase & Co. (JPM) [ST],S,2023-09-08,10/06/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
FrankelLois,Kenvue Inc. (KVUE) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,KKR & Co. Inc. (KKR) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,KLA Corporation (KLAC) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Lamar Advertising Company - Class A,S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Liberty Broadband Corporation -, S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,LKQ Corporation (LKQ) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,"Lowe's Companies, Inc. (LOW) [ST]", S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,M&T Bank Corporation (MTB) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Markel Group Inc. (MKL) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Marriott International - Class A,S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,MAR
FrankelLois,"Marsh & McLennan Companies, Inc.", S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,MMC
FrankelLois,McKesson Corporation (MCK) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,McKesson Corporation (MCK) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,"Merck & Company, Inc. Common",S (partial),2023-09-06,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,MRK
FrankelLois,"Merck & Company, Inc. Common", S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,MRK
FrankelLois,Morgan Stanley (MS) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,"Nasdaq, Inc. (NDAQ) [ST]", S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,National Storage Affiliates Trust,S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Nestle SA Sponsored ADR, S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,NESM.MU
FrankelLois,Norfolk Southern Corporation (NSC),S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Northrop Grumman Corporation, S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,NOC
FrankelLois,NXP Semiconductors N.V. (NXPI),S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,PACCAR Inc. (PCAR) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,PACCAR Inc. (PCAR) [ST],P,2023-09-07,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,PACCAR Inc. (PCAR) [ST], P ,2023-09-06,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,"Pepsico, Inc. (PEP) [ST]",S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,PEP
FrankelLois,"Pfizer, Inc. (PFE) [ST]", S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Pioneer Natural Resources Company,S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,"PNC Financial Services Group, Inc.", S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,PNC
FrankelLois,Portland General Electric Co (POR),S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Progressive Corporation (PGR) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,PGR
FrankelLois,"ProLogis, Inc. (PLD) [ST]",S,2023-09-08,10/06/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
FrankelLois,"Royal Gold, Inc. (RGLD) [ST]", S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Sherwin-Williams Company (SHW),S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,SHW
FrankelLois,Southern Company (SO) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,SO
FrankelLois,"SS&C Technologies Holdings, Inc.",S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,"Sun Communities, Inc. (SUI) [ST]", S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Target Corporation (TGT) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,TE Connectivity Ltd. New Switzerland, S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Texas Instruments Incorporated,S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,The Cigna Group (CI) [ST], S ,2023-09-08,10/06/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
FrankelLois,The Hershey Company (HSY) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Thermo Fisher Scientific Inc (TMO), S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Trane Technologies plc (TT) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,TT
FrankelLois,"Ulta Beauty, Inc. (ULTA) [ST]", S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,Union Pacific Corporation (UNP) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Vontier Corporation (VNT) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,W.R. Berkley Corporation (WRB) [ST],S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Waters Corporation (WAT) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FrankelLois,"Watsco, Inc. (WSO) [ST]",S,2023-09-08,10/06/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FrankelLois,Xcel Energy Inc. (XEL) [ST], S ,2023-09-08,10/06/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FranklinC. Scott,Alphabet Inc. - Class C Capital Stock, S  (partial),2023-09-11,09/15/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,GOOG
FranklinC. Scott,Apple Inc. (AAPL) [ST],S (partial),2023-09-11,09/15/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
FranklinC. Scott,Berkshire Hathaway Inc. New, S  (partial),2023-09-11,09/15/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,BRK-B
FranklinC. Scott,"Cisco Systems, Inc. (CSCO) [ST]",S (partial),2023-09-11,09/15/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,
FranklinC. Scott,Discover Financial Services (DFS), S ,2023-09-11,09/15/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
FranklinC. Scott,Fidelity Mid-Cap Stock Fund,S,2023-09-11,09/15/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FranklinC. Scott,Fidelity Money Market Fund -, S ,2023-09-11,09/15/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,
FranklinC. Scott,"Home Depot, Inc. (HD) [ST]",S (partial),2023-09-11,09/15/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,HD
FranklinC. Scott,"Invesco QQQ Trust, Series 1 (QQQ)", S  (partial),2023-09-11,09/15/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FranklinC. Scott,iShares Core S&P Small-Cap ETF,S,2023-09-11,09/15/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FranklinC. Scott,Johnson & Johnson (JNJ) [ST], S  (partial),2023-09-11,09/15/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
FranklinC. Scott,JP Morgan Chase & Co. (JPM) [ST],S (partial),2023-09-11,09/15/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
FranklinC. Scott,McDonald's Corporation (MCD) [ST], S  (partial),2023-09-11,09/15/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
FranklinC. Scott,"Merck & Company, Inc. Common",S (partial),2023-09-11,09/15/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,MRK
FranklinC. Scott,Microsoft Corporation (MSFT) [ST], S  (partial),2023-09-11,09/15/2023," $15,001 - \$",15001.0,50000.0,2023.0,
FranklinC. Scott,"NextEra Energy, Inc. (NEE) [ST]",S,2023-09-11,09/15/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
FranklinC. Scott,"Pepsico, Inc. (PEP) [ST]", S  (partial),2023-09-11,09/15/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,PEP
FranklinC. Scott,"Pfizer, Inc. (PFE) [ST]",S,2023-09-11,09/15/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FranklinC. Scott,Procter & Gamble Company (PG) [ST], S  (partial),2023-09-11,09/15/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,PG
FranklinC. Scott,Starbucks Corporation (SBUX) [ST],S (partial),2023-09-11,09/15/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
FranklinC. Scott,"United Parcel Service, Inc. (UPS) [ST]", S  (partial),2023-09-11,09/15/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
FranklinC. Scott,UnitedHealth Group Incorporated,S,2023-09-11,09/15/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,UNH
FranklinC. Scott,Visa Inc. (V) [ST], S  (partial),2023-09-11,09/15/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,V
FranklinC. Scott,Walmart Inc. (WMT) [ST],S (partial),2023-09-11,09/15/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
FranklinScott Mr,Apple Inc. (AAPL) [ST], S  (partial),2023-02-15,02/22/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
FranklinScott Mr,Berkshire Hathaway Inc. (BRK.A),S (partial),2023-02-21,02/22/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
FranklinScott Mr,Berkshire Hathaway Inc. New, S  (partial),2023-02-15,02/22/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,BRK-B
FranklinScott Mr,"Cisco Systems, Inc. (CSCO) [ST]",S (partial),2023-02-15,02/22/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
FranklinScott Mr,Comcast Corporation - Class A, S ,2023-02-15,02/22/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,CMCSA
FranklinScott Mr,"Invesco QQQ Trust, Series 1 (QQQ)",S (partial),2023-02-15,02/22/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,
FranklinScott Mr,"Invesco QQQ Trust, Series 1 (QQQ)", S  (partial),2023-02-21,02/22/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FranklinScott Mr,iShares Core S&P Small-Cap ETF,S (partial),2023-02-15,02/22/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,
FranklinScott Mr,JP Morgan Chase & Co. (JPM) [ST], S  (partial),2023-02-15,02/22/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,
FranklinScott Mr,Medtronic plc. Ordinary Shares,S,2023-02-15,02/22/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,MDT
FranklinScott Mr,Microsoft Corporation (MSFT) [ST], S  (partial),2023-02-15,02/22/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
FranklinScott Mr,Microsoft Corporation (MSFT) [ST],S (partial),2023-02-21,02/22/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
FranklinScott Mr,"NextEra Energy, Inc. (NEE) [ST]", S  (partial),2023-02-15,02/22/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
FranklinScott Mr,"Pfizer, Inc. (PFE) [ST]",S (partial),2023-02-15,02/22/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
FranklinScott Mr,"PNC Financial Services Group, Inc.", S ,2023-02-15,02/22/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,PNC
FranklinScott Mr,Starbucks Corporation (SBUX) [ST],S (partial),2023-02-15,02/22/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,
FranklinScott Mr,"United Parcel Service, Inc. (UPS) [ST]", S ,2023-02-15,02/22/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
FranklinScott Mr,UnitedHealth Group Incorporated,S (partial),2023-02-15,02/22/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,UNH
FranklinScott Mr,Verizon Communications Inc. (VZ), S ,2023-02-15,02/22/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,
FranklinScott Mr,Walmart Inc. (WMT) [ST],S (partial),2023-02-21,02/22/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
FranklinScott Mr,Apple Inc. (AAPL) [ST], S  (partial),2023-04-19,04/24/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FranklinScott Mr,Comcast Corporation - Class A,P,2023-04-19,04/24/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,CMCSA
FranklinScott Mr,Comcast Corporation - Class A, P ,2023-04-19,04/24/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,CMCSA
FranklinScott Mr,Costco Wholesale Corporation,P,2023-04-19,04/24/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FranklinScott Mr,Costco Wholesale Corporation, P ,2023-04-19,04/24/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,
FranklinScott Mr,FCNTX [OT],P,2023-04-19,04/24/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FranklinScott Mr,FFRHX [OT], P ,2023-04-19,04/24/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FranklinScott Mr,Fidelity Quality Factor ETF (FQAL),P,2023-04-19,04/24/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FranklinScott Mr,FMCSX [OT], S  (partial),2023-04-19,04/24/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FranklinScott Mr,FSKAX [OT],S,2023-04-19,04/24/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,
FranklinScott Mr,FSKAX [OT], S ,2023-04-19,04/24/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FranklinScott Mr,"Invesco QQQ Trust, Series 1 (QQQ)",S (partial),2023-04-19,04/24/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FranklinScott Mr,iShares Core S&P 500 ETF (IVV) [ST], P ,2023-04-19,04/24/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FranklinScott Mr,iShares Core S&P Small-Cap ETF,S (partial),2023-04-19,04/24/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FranklinScott Mr,LSYIX [OT], P ,2023-04-19,04/24/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,
FranklinScott Mr,LSYIX [OT],P,2023-04-19,04/24/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
FranklinScott Mr,LUBYX [OT], S  (partial),2023-04-19,04/24/2023," $1,001 - \$15000",1001.0,15000.0,2023.0,
FranklinScott Mr,Starbucks Corporation (SBUX) [ST],S (partial),2023-04-19,04/24/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GarciaMichael,"Tesla, Inc. (TSLA) [ST]", S ,2022-12-20,01/05/2023," $15,001 - \$50000",15001.0,50000.0,2022.0,
GarciaMichael,R Gold Trust (GLD) [ST], S ,2023-06-08,06/08/2023," $15,001 - \$50000",15001.0,50000.0,2023.0,
GarciaMichael,"Tesla, Inc. (TSLA) [ST]",S (partial),2023-06-08,06/08/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GarciaMichael,"Tesla, Inc. (TSLA) [ST]", S ,2023-06-12,06/12/2023," $50,001 - \$100000",50001.0,100000.0,2023.0,
GarciaMichael,3 Month T bond [GS], P ,2023-08-17,08/17/2023," $100,001 - \$250000",100001.0,250000.0,2023.0,
GarciaMichael,6 Month Bond [GS],P,2023-08-17,08/17/2023,"\$100,001 -\$250,000",100001.0,250000.0,2023.0,
GarciaMichael,3 month USG bond [GS], P ,2023-12-04,12/04/2023," $250,001 - \$5000003113023",250001.0,500000.0,2023.0,
GoldmanDaniel,3M Company (MMM) [ST], P ,2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,AbbVie Inc. (ABBV) [ST],P,2023-01-31,02/09/2023,"\$1,001 -\$15,000",1001.0,15000.0,2023.0,
GoldmanDaniel,"Activision Blizzard, Inc (ATVI) [ST]", S  (partial),2023-01-31,02/09/2023," $1,001 - \$1500019863",1001.0,15000.0,2023.0,
GoldmanDaniel,"Airbnb, Inc. - Class A (ABNB) [ST]",P,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,"Ajinomoto Company, Inc. American", P ,2023-01-13,02/09/2023," $1,001 - \$150001986",1001.0,15000.0,2023.0,
GoldmanDaniel,Ally Financial Inc. (ALLY) [ST],P,2023-01-31,02/09/2023,"\$15,001 -\$50,000",15001.0,50000.0,2023.0,
GoldmanDaniel,"Alnylam Pharmaceuticals, Inc. (ALNY)", S ,2023-01-31,02/09/2023," $15,001 - \$",15001.0,50000.0,2023.0,
GoldmanDaniel,Alphabet Inc. - Class A (GOOGL) [ST],P,2023-01-31,02/09/2023,"\$50,001 -\$100,000",50001.0,100000.0,2023.0,
